ID,galactic year,galaxy,existence expectancy index,existence expectancy at birth,Gross income per capita,Income Index,Expected years of education (galactic years),Mean years of education (galactic years),Intergalactic Development Index (IDI),Education Index,"Intergalactic Development Index (IDI), Rank",Population using at least basic drinking-water services (%),Population using at least basic sanitation services (%),Gross capital formation (% of GGP),"Population, total (millions)","Population, urban (%)","Mortality rate, under-five (per 1,000 live births)","Mortality rate, infant (per 1,000 live births)",Old age dependency ratio (old age (65 and older) per 100 creatures (ages 15-64)),"Population, ages 15â€“64 (millions)","Population, ages 65 and older (millions)","Life expectancy at birth, male (galactic years)","Life expectancy at birth, female (galactic years)","Population, under age 5 (millions)",Young age (0-14) dependency ratio (per 100 creatures ages 15-64),"Adolescent birth rate (births per 1,000 female creatures ages 15-19)",Total unemployment rate (female to male ratio),Vulnerable employment (% of total employment),"Unemployment, total (% of labour force)",Employment in agriculture (% of total employment),Labour force participation rate (% ages 15 and older),"Labour force participation rate (% ages 15 and older), female",Employment in services (% of total employment),"Labour force participation rate (% ages 15 and older), male",Employment to population ratio (% ages 15 and older),Jungle area (% of total land area),"Share of employment in nonagriculture, female (% of total employment in nonagriculture)",Youth unemployment rate (female to male ratio),"Unemployment, youth (% ages 15â€“24)","Mortality rate, female grown up (per 1,000 people)","Mortality rate, male grown up (per 1,000 people)","Infants lacking immunization, red hot disease (% of one-galactic year-olds)","Infants lacking immunization, Combination Vaccine (% of one-galactic year-olds)",Gross galactic product (GGP) per capita,"Gross galactic product (GGP), total","Outer Galaxies direct investment, net inflows (% of GGP)",Exports and imports (% of GGP),Share of seats in senate (% held by female),Natural resource depletion,"Mean years of education, female (galactic years)","Mean years of education, male (galactic years)","Expected years of education, female (galactic years)","Expected years of education, male (galactic years)","Maternal mortality ratio (deaths per 100,000 live births)",Renewable energy consumption (% of total final energy consumption),"Estimated gross galactic income per capita, male","Estimated gross galactic income per capita, female",Rural population with access to electricity (%),Domestic credit provided by financial sector (% of GGP),"Population with at least some secondary education, female (% ages 25 and older)","Population with at least some secondary education, male (% ages 25 and older)",Gross fixed capital formation (% of GGP),"Remittances, inflows (% of GGP)",Population with at least some secondary education (% ages 25 and older),Intergalactic inbound tourists (thousands),"Gross enrolment ratio, primary (% of primary under-age population)","Respiratory disease incidence (per 100,000 people)",Interstellar phone subscriptions (per 100 people),"Interstellar Data Net users, total (% of population)",Current health expenditure (% of GGP),"Intergalactic Development Index (IDI), female","Intergalactic Development Index (IDI), male",Gender Development Index (GDI),"Intergalactic Development Index (IDI), female, Rank","Intergalactic Development Index (IDI), male, Rank",Adjusted net savings ,"Creature Immunodeficiency Disease prevalence, adult (% ages 15-49), total",Private galaxy capital flows (% of GGP),Gender Inequality Index (GII),Predicted Well-Being Index
101940,1013042,Andromeda II,1.118734081,93.27701729,24015.82243,1.041076383,18.70047332,15.88893388,1.00614552,0.964271695,58.68403607,117.7056637,147.1062249,18.28935367,722.5103074,101.199318,59.57688874,44.86917613,39.48172392,553.9730984,45.67476504,89.84018721,90.67666917,109.107628,50.94017954,28.41826328,2.624640688,53.47132791,31.24062655,45.9633017,63.08967731,62.86120627,95.34861573,70.97227121,54.55619922,56.77544786,50.85275366,2.629925824,68.64482062,189.2731819,131.0834524,19.82338084,8.924026337,42162.23271,10210.23909,15.22413666,119.9387273,34.80821896,11.58310852,13.96471901,14.64812457,20.11074851,21.48722228,128.0466768,46.39530003,44764.50443,25920.5682,138.3749665,178.5060924,76.76972311,101.8004519,19.9585076,10.16658699,93.12726969,97114.62949,105.3310328,196.2118102,171.3793186,97.23766192,10.77468496,0.962218248,1.023011731,1.054265024,75.8786501,78.52202284,7.421507885,5.166826214,31.81063215,0.341947084,
153843,1014049,Andromeda II,1.09688533,90.4920968,46353.87802,0.824716231,20.441778,14.29676746,1.020748602,0.9214858,60.25804089,120.1576596,131.9138784,21.64200692,779.0141017,104.9509672,43.93278396,38.28847978,37.97447724,494.1927815,71.66394574,86.05070783,94.38732594,108.0904413,52.55304074,71.38206521,2.517990825,67.95349759,31.43507837,22.17730727,63.30095466,64.39424988,93.67270758,72.04231979,45.99659347,67.71767022,55.72249608,1.389126658,66.06409252,181.0146516,179.8180638,24.51868434,12.89683713,41083.84335,4477.873662,14.37686635,124.5120321,28.34493498,3.862987358,12.79934459,13.02589183,20.76235289,20.51267595,220.8652492,53.99058412,39624.32214,36181.79425,150.5466998,247.8244048,104.8929981,75.46368582,15.66478577,7.369590001,97.47434673,110795.4785,113.3079947,178.8398531,181.788856,85.83997965,11.20479061,0.946964765,0.938590951,1.050437912,85.85946742,67.44535086,6.208361915,5.727590862,33.42102638,0.338762016,
381662,1004004,Andromeda III,0.965431209,85.04720223,38396.89426,1.023043357,18.18089514,15.96061735,1.021970232,1.095659429,72.89969095,115.5642456,125.0836994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624052,1005006,Andromeda III,0.934735237,79.14272594,36818.22775,0.928748167,15.73638928,13.13159141,0.899854704,1.001046138,66.63114266,127.9317472,128.8783082,38.52466143,387.319849,95.4763189,57.19656649,31.90423262,35.69379528,374.6538884,61.91083507,79.22436844,84.74933913,58.30892366,32.45064257,64.2046759,1.817144642,34.0951588,10.67440572,37.62630467,57.4728095,66.34801479,93.06669207,70.5506463,65.54925325,55.97493392,55.45256942,2.518046889,32.37085502,244.2175083,390.2582642,22.08694851,8.972699294,33282.48657,7274.797095,14.14474105,168.6967594,16.17730254,5.834701822,12.67222881,15.32681621,18.04079954,16.95492138,268.4746458,54.17829333,37543.18556,33270.52481,132.9405483,121.2085545,115.7696088,111.4865185,30.18969464,8.196701398,125.7315321,87384.06388,119.1661656,317.0340517,127.3923736,59.17945275,10.93289757,1.038850585,0.945698006,1.076983906,104.7930177,85.33222012,15.30438668,8.509060246,13.83393663,0.464532806,
939375,1006009,Andromeda III,0.945760693,84.2372498,41805.79324,1.063715846,19.94628264,13.83618235,0.896112515,0.962869548,87.23177615,123.3885776,145.6195451,36.37629704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164310,1015056,Andromeda III,1.013082224,88.23903603,47698.89779,1.007351156,17.78933598,13.66817781,0.998951683,1.006568177,81.12084716,112.012617,132.4958254,33.56276268,768.3511327,100.1721409,33.84216779,22.80638274,31.11735748,545.0086204,83.54730348,83.44759708,88.94218715,35.69038445,44.19031851,62.18296436,2.736879239,34.23451019,14.70428903,25.10909147,62.66550981,62.20410004,79.57533181,71.63924143,64.9462863,53.44163544,54.47766038,2.169256285,30.59194814,188.720082,297.2627445,22.61211163,14.82166819,41338.62671,9205.257631,5.684050956,170.9164364,17.81059434,10.78636049,16.99369022,12.19813299,18.89310798,17.57093595,227.8843789,47.987511,61465.4179,32389.53327,136.446275,161.7484903,127.6750511,131.6983383,27.92692044,14.25307328,122.987831,71878.76819,114.2896176,296.3908081,156.6739482,114.7376198,9.11536216,0.985879345,0.975457632,1.061105162,75.44681318,89.78280376,24.32397379,5.918945261,31.12612317,0.377526655,
900632,1004004,Andromeda IX,1.037117942,91.30060384,58170.17148,1.040603294,20.18263023,12.29431914,0.976992585,0.926844187,99.5179667,110.7903853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175032,1005006,Andromeda IX,1.133121669,90.26110784,53925.5954,1.034513631,17.29619014,12.80938202,0.950404084,0.928289749,52.42732764,109.8543421,,29.53370739,869.7920765,83.90400536,49.80325725,38.73299518,39.10087184,497.4221902,65.19895238,86.36844376,88.08150028,82.3328928,38.2528751,60.99195107,3.392589917,52.48202598,12.2862793,31.44865685,60.03546653,52.79811502,82.27917119,71.40818152,62.01620693,52.80409255,48.42899301,2.300038103,42.80441538,144.9135472,239.6640034,29.07033255,15.44746535,43204.46046,8886.00717,10.70746507,61.21298023,17.74480575,10.68325272,11.93693664,13.35831587,20.40123756,19.09472299,254.1966431,37.13484326,76349.00102,33007.83214,143.3482833,126.3590995,104.8384284,97.44654693,31.54636248,9.150659063,88.00813969,108049.8714,102.5061344,228.2455507,178.8347735,47.83324406,10.82034756,0.928530287,0.951842335,1.070590272,76.54516574,93.63962513,28.9526464,3.919550652,31.9631228,0.335812895,
867872,1006009,Andromeda IX,1.091769408,90.92395612,54465.90693,1.066352438,19.44666425,11.7761499,1.113177851,0.938583855,80.73109188,125.8630302,120.8282478,30.66982063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256577,1015056,Andromeda IX,1.147189592,92.69898956,44033.92542,1.025085263,19.26395978,15.24817562,1.037090814,0.882128073,83.35255599,124.7962891,132.2207828,22.67404522,1012.224903,73.93874516,48.54765644,26.52132061,44.66158208,511.0329532,69.37234988,88.78560068,90.07846451,38.68397359,38.71541656,68.58415583,2.483881995,47.59716037,17.6305654,20.21670204,50.63543642,53.91891094,84.63364025,59.56291407,51.67489727,55.49814539,56.96365292,2.283920818,45.97473124,,,25.29070345,11.87909446,43741.80947,9130.231512,20.31777829,103.4891639,47.22545322,13.17230769,15.62121914,13.90568189,20.08378975,20.37944716,302.034465,42.96855618,59319.69322,34380.28867,129.0031913,226.3659215,85.60176559,128.4520244,22.64369299,6.394269814,101.7962331,168252.7181,111.5124326,208.358887,183.2062418,82.77191702,11.25026637,0.985078569,1.104150863,0.993973485,62.53855583,87.14769605,20.443243,2.538673198,14.80401293,0.288618225,
288496,1004004,Andromeda V,1.041112097,90.83636903,45597.39302,1.122659645,18.93552916,15.59308468,1.0467116,0.985949905,56.32756862,118.6699413,126.6638232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618381,1005006,Andromeda V,1.111054022,92.58348865,55750.53016,1.006254344,18.93652065,15.16129936,1.095697231,1.038515615,45.89475265,123.0969176,121.1770271,31.08838813,882.485054,112.6595693,31.63014086,33.43822566,39.59888967,421.1583552,128.5590889,82.8889485,96.18206912,71.83079755,53.16927536,32.27050755,2.819303424,48.18160769,10.28453519,24.82429681,73.88122609,50.84998392,81.43041112,81.79040947,73.89419444,92.19481926,46.62350448,1.877091553,25.77701777,134.8606754,167.5957653,22.13222021,9.674278524,63776.13991,14084.20782,12.24974783,32.40379671,19.92957901,6.514862557,14.19842856,13.83993017,19.56955562,17.18215045,464.5749518,34.55454141,69306.89994,39334.575,140.4202281,403.6697948,109.7443878,107.4538448,29.92155437,6.788085455,93.13708456,103499.3634,,224.8962355,110.1752081,109.4581597,10.84581331,0.999686986,1.075492621,1.102253197,53.03710482,95.11142191,25.31765562,2.928042106,40.11301934,0.403722119,
231901,1006009,Andromeda V,1.155186751,95.94377652,43928.16741,1.251600974,18.17995198,15.49823129,1.130007819,0.991101084,91.33971069,110.3857536,130.5720443,34.16018432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179358,1015056,Andromeda V,1.111665746,97.6379022,67367.64882,1.128635699,19.86300619,13.94759376,1.053335361,1.050773535,55.55613535,121.663378,128.088943,35.78427344,597.109102,115.511015,54.72917963,27.35333942,52.2162324,481.3731757,63.71291888,91.19207106,101.3305296,68.87366759,45.96196781,56.09015837,1.936454055,40.54500387,8.363796263,35.43053733,70.11706148,68.80132632,93.72147478,83.93078796,69.89403048,95.02422158,51.32782698,1.826798881,21.02599012,82.41080663,165.3372614,21.15094594,10.89209833,55158.84094,9233.986794,9.57901148,103.2235068,17.03856841,8.61048115,16.67629328,14.83756575,19.00406183,15.47548214,252.5728689,23.41580344,73008.3077,48003.8636,138.2189877,404.3978106,136.1472656,101.2120372,33.19936352,7.838916089,119.6080399,156313.2161,110.7668691,269.7926076,154.3783504,110.2324007,14.30408342,1.052864473,1.101478763,1.097099881,47.06791083,60.61013665,20.79012063,5.208970636,18.94086279,0.335698973,
192005,1011030,Andromeda VIII,0.495218624,54.67076466,24827.11137,0.711966864,13.52732214,7.696233164,0.532385914,0.753961547,204.5771962,86.35477371,59.38683469,27.60063048,1227.421305,53.28361287,132.8627497,107.9549295,16.74491484,505.9242429,68.8009246,53.22249091,57.67791979,115.046288,86.51304555,127.5000977,2.960338752,81.88634379,29.99779312,94.55821386,82.10227531,74.15084635,44.15745237,81.25650668,55.14644886,21.52909345,71.38729875,2.516892845,58.69581627,640.5434554,693.69896,21.37656046,9.047803729,28160.08968,5620.206021,21.47528643,197.8973217,34.81949259,11.19652856,9.429311199,8.653862686,12.70539957,13.24583584,952.7470093,86.99372839,12833.70902,7402.813771,53.21536119,56.91547999,61.08933278,35.78782319,30.75386112,32.3850317,34.10522836,94109.45137,129.4393185,1240.159165,77.53428533,19.94176559,10.91781148,0.628894272,0.552748837,1.167894493,172.8748594,178.0289139,13.39538979,28.03457148,21.49040275,0.751228744,
298577,1012036,Andromeda VIII,0.597945885,54.20918962,11073.44767,0.688552643,15.3078399,9.900885536,0.796664237,0.702232125,185.8154394,92.94302091,74.20323153,38.94300987,454.3461268,49.08724703,133.7737381,87.62311309,15.82641224,221.6047048,50.49464545,52.79211062,62.91545496,14.47256805,94.07376314,147.9183788,3.143542433,90.61138055,35.48799328,81.09948394,72.16392026,85.23145596,28.26354186,86.82175342,56.5064124,26.79581335,66.63317384,2.389963806,47.58858428,580.2157708,660.5567263,22.51250522,8.817793863,24245.65,6350.63672,18.9864632,190.8173004,28.98381054,8.639984284,8.938616192,9.237454727,16.13707031,14.3188739,1013.734723,84.83084334,30745.24888,14166.69117,29.65053025,85.50606215,41.34919259,55.3865114,41.77834202,27.18875505,55.93841845,157764.2439,117.5836449,1200.881434,116.2158225,47.91453504,9.708398672,0.702344364,0.60234784,1.11956501,193.7948792,174.224312,22.15112276,26.08103026,31.88534678,0.715262655,
942058,1013042,Andromeda VIII,0.544706532,52.38931562,23776.73807,0.629184901,14.59577407,8.218061137,0.677986575,0.67300398,224.9985011,81.72668952,61.37201101,39.92929265,357.6776499,59.40540002,120.8449717,92.27324961,16.79323059,297.0464365,45.84992339,57.83987474,61.2334749,38.90163817,91.45227872,123.5857154,3.52903603,95.45642841,31.43647968,95.07450835,80.33721963,76.90690215,39.19296765,88.91202299,58.18028543,20.93787622,70.7033869,2.852024349,42.44157867,618.1680501,732.5038686,31.5476927,15.21140105,8451.562081,6676.460665,13.79335373,163.472852,34.47048783,10.45285272,10.64407097,7.738495394,14.51565994,11.10576323,680.4413575,67.04138061,29324.66422,8870.251594,47.85366573,87.97125998,51.83463514,50.86718425,40.02804628,25.14826622,47.09748254,88781.58552,130.9104419,972.5321241,150.3938317,38.71165219,12.93723394,0.774659306,0.585122836,1.11049773,177.9216732,202.163468,23.17170223,27.09349455,13.13531656,0.859456642,
470561,1014049,Andromeda VIII,0.607412771,63.11604824,17429.20071,0.798834743,13.44200874,8.155595347,0.618411782,0.688162986,199.9249915,94.03765864,49.64584837,36.61238252,496.0460405,38.91082561,177.4081583,92.97303507,13.16047663,663.1409221,69.09262366,54.42659045,65.40025548,69.6345575,89.89790036,131.8852438,2.500569441,87.60246242,27.8868869,85.56206844,80.04441378,72.76113247,37.40566033,86.33128685,61.57377075,21.82362869,74.38795176,2.781218565,51.4065541,564.7937359,698.8692485,24.30124612,10.66759598,30308.49852,5399.159159,9.792293653,139.7753004,43.12076144,13.21473344,9.018647541,8.141352474,15.16573858,13.77998254,718.6863891,82.23708113,19911.35009,9433.30778,53.47367686,56.27731031,54.535159,65.42355742,36.94866974,23.40030634,37.90163889,114495.6764,117.9342857,1030.717596,157.9699468,35.56614939,9.247609793,0.656266955,0.62109912,1.128741073,197.3283647,180.693731,26.3107177,26.86874962,11.46240796,0.81203747,
325435,1003002,Andromeda X,0.771189055,70.45657143,17313.86814,0.505678472,9.943630292,7.87709997,0.623985624,0.623704784,181.8070218,60.03024706,54.48177863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957155,1004004,Andromeda X,0.75478556,68.23146401,16744.57484,0.532862231,12.36178568,10.83616026,0.574918434,0.567620155,201.3331341,53.80488466,51.97721736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179606,1005006,Andromeda X,0.780069872,68.26240528,21236.99989,0.562171954,13.31742207,8.071540299,0.612720204,0.563972758,187.4351213,54.27940923,36.92133946,27.67592531,536.1046332,61.5627401,119.8880071,104.8654203,12.62454532,218.001152,45.325269,68.32291856,71.07750799,116.6523369,109.7123571,244.9516034,3.238207261,122.3433031,6.416365336,109.2805844,97.75424743,101.8939,31.54109071,98.69856708,92.21183491,33.76010823,57.91812228,2.868663746,16.82688351,347.6884906,360.0560055,38.19509377,18.74719006,20065.18321,7338.400032,21.48481702,111.1703069,21.6226408,13.09129305,10.30268483,7.137007245,11.3974679,12.13578454,798.379239,124.6197405,20879.01195,19258.54795,42.51716205,37.64345088,,,33.96424976,10.43023705,,91441.83652,156.2060896,521.0116984,61.67535649,37.49788776,8.236491697,0.607643735,0.57427803,1.027215905,,,20.13842542,3.884986362,20.43772002,,
589467,1006009,Andromeda X,0.850903097,69.59949075,10982.23048,0.632667783,13.00872299,10.81097378,0.657970937,0.49553797,199.3624411,54.12050805,37.4018888,34.10454823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950555,1004004,Andromeda XI,0.772893973,63.86640411,15333.78839,0.547900012,11.77130151,6.913979612,0.629617344,0.567325736,230.9192112,79.61394376,60.50108961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877326,1005006,Andromeda XI,0.768347062,62.2488073,22344.64942,0.652015841,11.40933607,6.837838077,0.614745128,0.562757458,187.5352224,87.80632405,53.95845064,35.77825609,914.3790927,70.08298493,115.1268238,80.91983858,16.97733338,499.4879073,37.74460561,63.61844225,66.77479388,57.77281071,89.78391913,101.0018932,1.953695249,105.4108958,20.92351853,65.72210563,72.88317477,71.92167384,61.94204105,76.66445246,61.23471636,20.71756393,72.87140234,2.229419655,50.73247156,313.387261,460.7068598,63.1268851,28.2808826,11133.19137,6190.96325,19.84899419,101.5165819,24.46485071,2.936408057,4.622516706,9.109023851,,,776.565413,109.761161,29263.71467,14535.71764,56.45054377,112.2616262,66.80803387,46.31699279,,31.17632563,74.12621406,91964.09819,,395.1949824,64.92249681,38.0762126,7.569734644,,,,,,40.93666664,6.974207517,,0.756856706,
